71538425827856	120	1	3211	16	6	0.18685767673621925	2022-04-06 10:44:12
71538425827856	120	1	3215	15	8	0.2488335925349922	2022-04-06 11:44:16
71538425827856	120	1	3201	15	7	0.21868166198063108	2022-04-06 12:44:21
71538425827856	120	1	3280	15	7	0.2134146341463415	2022-04-06 13:44:23
71538425827856	120	1	3197	16	7	0.21895527056615577	2022-04-06 14:44:27
71538425827856	120	1	3178	16	6	0.18879798615481436	2022-04-06 15:44:32
71538425827856	120	1	3164	16	6	0.18963337547408343	2022-04-06 16:44:36
71538425827856	120	1	3162	16	6	0.18975332068311196	2022-04-06 17:44:39
71538425827856	120	1	3176	16	6	0.1889168765743073	2022-04-06 18:44:45
71538425827856	120	1	3203	16	7	0.21854511395566653	2022-04-06 19:44:47
71538425827856	120	1	3113	17	6	0.19274012206874397	2022-04-06 20:44:51
71538425827856	120	1	3164	17	6	0.18963337547408343	2022-04-06 21:44:57
71538425827856	120	1	3154	17	7	0.22194039315155356	2022-04-06 22:44:59
71538425827856	120	1	3195	16	7	0.2190923317683881	2022-04-06 23:45:02
71538425827856	120	1	3102	17	6	0.19342359767891684	2022-04-07 00:45:14
71538425827856	120	1	3131	16	6	0.19163206643244968	2022-04-07 01:45:11
71538425827856	120	1	3176	15	6	0.1889168765743073	2022-04-07 02:45:15
71538425827856	120	1	3152	16	6	0.1903553299492386	2022-04-07 03:45:19
71538425827856	120	1	3162	16	6	0.18975332068311196	2022-04-07 04:45:23
71538425827856	120	1	3135	15	7	0.22328548644338117	2022-04-07 05:45:27
71538425827856	120	1	3162	14	6	0.18975332068311196	2022-04-07 06:45:30
71538425827856	120	1	3131	14	6	0.19163206643244968	2022-04-07 07:45:34
71538425827856	120	1	3152	14	6	0.1903553299492386	2022-04-07 08:45:39
71538425827856	120	1	3180	15	6	0.18867924528301888	2022-04-07 09:45:43
