71538425791632	100	3351	16	0	2022-05-03 10:19:26
71538425791632	100	3349	16	10000	2022-05-03 10:21:27
71538425791632	100	3318	18	0.0	2022-05-03 12:47:29
71538425791632	100	3277	16	0.0	2022-05-03 14:29:05
71538425791632	100	3274	12	0.0	2022-05-03 15:29:26
71538425791632	100	3253	15	0.0	2022-05-03 16:29:14
71538425791632	100	3270	16	0.0	2022-05-03 17:29:15
71538425791632	100	3279	15	0.0	2022-05-03 18:29:18
71538425791632	100	3281	15	0.0	2022-05-03 19:29:21
71538425791632	100	3253	15	0.0	2022-05-03 20:29:24
71538425791632	100	3281	15	0.0	2022-05-03 21:29:27
71538425791632	100	3283	16	0.0	2022-05-03 22:29:29
71538425791632	100	3281	15	0.0	2022-05-03 23:29:32
71538425791632	100	3279	15	0.0	2022-05-04 00:29:36
71538425791632	100	3277	15	0.0	2022-05-04 01:29:39
71538425791632	100	3270	15	0.0	2022-05-04 02:29:41
71538425791632	100	3279	15	0.0	2022-05-04 03:29:44
71538425791632	100	3279	15	0.0	2022-05-04 04:29:48
71538425791632	100	3279	16	0.0	2022-05-04 05:29:50
71538425791632	100	3283	17	0.0	2022-05-04 06:29:53
71538425791632	100	3281	15	0.0	2022-05-04 07:29:57
71538425791632	100	3279	15	0.0	2022-05-04 08:30:01
71538425791632	100	3283	15	0.0	2022-05-04 09:30:20
71538425791632	100	3300	17	19.37	2022-05-05 09:31:14
71538425791632	100	3305	17	19.3	2022-05-05 10:31:19
71538425791632	100	3296	18	19.25	2022-05-05 11:31:21
71538425791632	100	3279	17	19.2	2022-05-05 12:31:24
71538425791632	100	3287	17	19.17	2022-05-05 13:31:35
71538425791632	100	3287	18	19.14	2022-05-05 14:31:31
71538425791632	100	3287	18	19.12	2022-05-05 15:31:33
71538425791632	100	3249	18	19.11	2022-05-05 16:31:35
71538425791632	100	3270	18	19.1	2022-05-05 17:31:45
71538425791632	100	3270	18	19.09	2022-05-05 18:31:42
71538425791632	100	3240	18	19.09	2022-05-05 19:31:49
71538425791632	100	3245	18	19.09	2022-05-05 20:31:49
71538425791632	100	3228	18	19.06	2022-05-05 21:31:54
71538425791632	100	3199	18	19.08	2022-05-05 22:32:03
71538425791632	100	3209	18	19.08	2022-05-05 23:32:00
71538425791632	100	3211	17	19.02	2022-05-06 00:32:01
71538425791632	100	3201	17	19.0	2022-05-06 01:32:03
71538425791632	100	3238	17	18.99	2022-05-06 02:32:16
71538425791632	100	3232	18	18.99	2022-05-06 03:32:15
71538425791632	100	3218	18	18.98	2022-05-06 04:32:17
71538425791632	100	3224	17	18.94	2022-05-06 05:32:17
71538425791632	100	3277	17	18.92	2022-05-06 06:32:26
71538425791632	100	3285	18	18.9	2022-05-06 07:32:39
71538425791632	100	3266	16	18.9	2022-05-06 08:32:44
71538425791632	100	3309	17	18.87	2022-05-06 09:32:47
71538425791632	100	3249	18	18.84	2022-05-06 10:32:49
71538425791632	100	3300	18	18.8	2022-05-06 13:33:05
71538425791632	100	3292	18	18.82	2022-05-06 14:33:01
71538425791632	100	3294	18	18.83	2022-05-06 15:33:04
71538425791632	100	3287	18	18.84	2022-05-06 16:33:07
71538425791632	100	3279	19	18.85	2022-05-06 17:33:13
71538425791632	100	3262	18	18.83	2022-05-06 18:33:22
71538425791632	100	3255	18	18.83	2022-05-06 19:33:16
71538425791632	100	3243	18	18.83	2022-05-06 20:33:18
71538425791632	100	3230	18	18.83	2022-05-06 21:33:30
71538425791632	100	3207	18	18.82	2022-05-06 22:33:25
71538425791632	100	3228	18	18.81	2022-05-06 23:33:37
